Available_bike_stands,StationID,Hour,Weekday,past_available_bike_stands,Total_Available_bike_stands,Temp,Weather(Rain),Wind_Speed
14.0,2,18,3,19.0,1107.1667,13.2,1,3.6
14.8333,2,19,3,14.0,1191.5,13.09,0,3.1
15.8333,2,20,3,14.8333,1236.0,12.97,0,3.1
9.1667,2,21,3,15.8333,1259.8333,12.56,1,5.7
8.6667,2,22,3,9.1667,1298.0,11.9,0,2.6
6.5,2,23,3,8.6667,1268.3333,11.47,0,3.1
5.0,2,1,4,4.1667,1320.0,11.29,0,3.6
5.0,2,2,4,5.0,1326.1667,11.07,0,3.6
5.0,2,3,4,5.0,1309.3333,10.95,0,4.1
4.1667,2,4,4,5.0,1279.6667,10.61,0,3.6
5.5,2,5,4,4.1667,1319.8333,10.22,0,3.6
11.5,2,6,4,5.5,1250.0,10.11,0,5.1
19.5,2,7,4,11.5,1136.0,10.21,1,3.6
20.0,2,8,4,19.5,914.5,10.91,0,3.6
20.0,2,9,4,20.0,1130.5,11.34,1,3.6
15.8333,2,10,4,20.0,1204.5,11.95,0,3.6
16.5,2,12,4,19.8333,1138.8333,12.81,0,3.6
16.5,2,12,4,19.8333,1138.8333,12.94,0,3.6
20.0,2,13,4,16.5,1121.6667,13.2,0,2.6
22.1667,2,14,4,20.0,1225.0,13.43,0,3.6
16.1667,2,15,4,22.1667,1229.1667,13.3,0,3.6
19.3333,2,16,4,16.1667,1141.1667,13.13,0,3.1
17.3333,2,17,4,19.3333,1002.0,12.29,0,2.6
15.0,2,18,4,17.3333,1069.3333,11.35,0,2.6
13.6667,2,19,4,15.0,1180.3333,9.89,0,2.1
11.1667,2,20,4,13.6667,1252.1667,9.88,0,4.1
5.1667,2,21,4,11.1667,1250.0,9.65,0,4.1
1.0,2,22,4,5.1667,1270.5,9.87,0,5.1
14.0,2,1,2,13.5,1293.6667,3.91,0,1.0
14.0,2,2,2,14.0,1294.6667,3.08,0,1.5
14.0,2,3,2,14.0,1294.0,2.97,0,2.1
11.6667,2,4,2,14.0,1234.0,1.96,0,2.1
14.1667,2,5,2,11.6667,1298.5,1.76,0,3.6
23.8333,2,6,2,14.1667,1216.1667,1.81,0,2.1
34.6667,2,7,2,23.8333,1117.1667,1.99,0,1.5
36.6667,2,8,2,34.6667,897.6667,3.9,0,2.1
39.8333,2,9,2,36.6667,1114.8333,7.9,0,2.6
37.6667,2,10,2,39.8333,1218.6667,11.1,0,3.1
38.8333,2,11,2,37.6667,1167.5,13.06,0,2.1
39.5,2,12,2,38.8333,1133.5,14.39,0,3.6
33.8333,2,14,2,41.0,1172.8333,15.19,0,4.1
35.1667,2,15,2,33.8333,1157.6667,14.26,0,4.6
36.8333,2,16,2,35.1667,1108.6667,13.24,0,4.6
36.6667,2,17,2,36.8333,983.1667,11.16,0,3.6
34.3333,2,18,2,36.6667,1064.3333,9.05,0,3.1
32.1667,2,19,2,34.3333,1163.8333,7.57,0,1.5
28.5,2,20,2,32.1667,1196.3333,7.53,0,1.5
22.3333,2,21,2,28.5,1256.6667,5.1,0,1.5
14.0,2,22,2,22.3333,1246.8333,4.46,0,2.1
9.3333,2,23,2,14.0,1268.1667,3.33,0,1.5
6.0,2,1,3,6.1667,1296.6667,3.88,0,2.1
6.0,2,2,3,6.0,1300.0,2.4,0,0.5
6.0,2,3,3,6.0,1277.0,2.53,0,2.1
5.0,2,4,3,6.0,1241.8333,2.14,0,1.0
6.0,2,5,3,5.0,1291.0,1.75,0,1.5
7.8333,2,6,3,6.0,1210.6667,1.69,0,1.5
11.3333,2,7,3,7.8333,1106.3333,2.93,0,1.5
18.8333,2,8,3,11.3333,920.3333,3.63,0,3.1
20.0,2,9,3,18.8333,1115.3333,6.2,0,5.1
23.0,2,10,3,20.0,1181.0,8.75,0,5.1
16.6667,2,11,3,23.0,1187.6667,9.62,0,5.7
19.3333,2,12,3,16.6667,1148.1667,10.77,0,3.1
19.3333,2,13,3,19.3333,1110.5,11.91,0,2.1
18.5,2,14,3,19.3333,1214.5,12.76,0,2.6
19.5,2,15,3,18.5,1192.1667,12.77,0,2.1
19.5,2,16,3,19.5,1106.0,11.14,0,3.6
17.8333,2,17,3,19.5,980.5,9.05,0,3.1
18.1667,2,18,3,17.8333,1045.0,7.46,0,3.1
16.6667,2,19,3,18.1667,1145.6667,6.84,0,3.1
14.1667,2,20,3,16.6667,1206.3333,6.34,0,3.1
9.5,2,21,3,14.1667,1254.5,6.12,0,1.5
7.1667,2,22,3,9.5,1271.1667,5.67,0,1.0
6.3333,2,23,3,7.1667,1276.6667,5.15,0,2.6
5.0,2,1,4,5.0,1302.0,5.3,0,1.5
5.0,2,2,4,5.0,1305.0,5.31,0,0.5
5.0,2,3,4,5.0,1304.0,5.31,0,2.1
5.0,2,4,4,5.0,1268.8333,5.88,0,5.1
3.8333,2,5,4,5.0,1298.1667,7.22,0,4.1
4.1667,2,6,4,3.8333,1244.0,7.24,0,2.6
13.0,2,7,4,4.1667,1116.5,6.48,0,1.0
18.1667,2,8,4,13.0,918.3333,7.16,0,0.5
16.3333,2,9,4,18.1667,1215.8333,8.13,0,1.0
20.0,2,10,4,16.3333,1180.6667,9.14,0,1.0
20.0,2,11,4,20.0,1174.6667,8.86,0,0.5
19.0,2,12,4,20.0,1149.1667,9.98,1,4.1
22.8333,2,13,4,19.0,1120.6667,10.09,0,4.1
15.8333,2,14,4,22.8333,1196.3333,10.73,0,5.7
18.3333,2,15,4,15.8333,1190.6667,10.13,0,6.2
19.0,2,16,4,18.3333,1088.5,10.03,0,6.2
19.3333,2,17,4,19.0,995.3333,9.5,1,4.6
17.8333,2,18,4,19.3333,1075.3333,9.11,1,4.6
17.1667,2,19,4,17.8333,1144.0,8.93,0,4.1
18.3333,2,20,4,17.1667,1181.8333,9.21,0,3.6
20.3333,2,21,4,18.3333,1217.8333,9.11,0,3.6
10.8333,2,22,4,20.3333,1258.1667,9.01,0,3.6
11.6667,2,23,4,10.8333,1278.0,8.54,1,3.6
19.0,3,1,5,19.1667,1274.3333,7.96,0,3.6
19.0,3,2,5,19.0,1284.6667,7.06,0,2.1
19.0,3,3,5,19.0,1299.6667,6.55,0,1.5
19.0,3,4,5,19.0,1241.0,6.96,0,3.6
19.6667,3,5,5,19.0,1265.3333,6.88,0,2.1
18.8333,3,6,5,19.6667,1192.8333,6.9,0,2.6
19.1667,3,7,5,18.8333,1121.0,5.13,0,2.1
17.8333,3,8,5,19.1667,903.6667,6.32,0,1.5
17.1667,3,9,5,17.8333,1090.6667,8.75,0,1.0
19.3333,3,10,5,17.1667,1138.3333,10.73,0,2.6
19.3333,3,11,5,19.3333,1135.5,12.51,0,3.1
18.3333,3,12,5,19.3333,1101.8333,13.93,0,2.1
17.3333,3,13,5,18.3333,1100.1667,12.96,0,2.6
14.3333,3,14,5,17.3333,1181.5,12.35,1,2.6
12.6667,3,15,5,14.3333,1181.3333,11.22,1,3.6
19.1667,3,16,5,12.6667,1100.3333,10.67,1,3.6
18.5,3,17,5,19.1667,1035.8333,9.65,1,4.1
19.6667,3,18,5,18.5,1174.1667,9.65,1,5.1
18.0,3,19,5,19.6667,1214.0,9.67,1,4.6
14.6667,3,20,5,18.0,1234.8333,9.65,1,1.0
13.5,3,21,5,14.6667,1267.8333,9.65,1,4.1
13.0,3,22,5,13.5,1273.0,9.65,1,3.6
14.8333,3,23,5,13.0,1265.6667,9.34,1,4.1
13.0,3,1,6,13.5,1304.6667,8.64,0,4.1
13.0,3,2,6,13.0,1295.8333,7.99,1,6.7
13.0,3,3,6,13.0,1289.6667,7.02,1,4.1
13.0,3,4,6,13.0,1260.1667,5.93,0,4.6
14.8333,3,5,6,13.0,1308.6667,5.63,0,4.6
11.0,3,6,6,14.8333,1276.6667,4.8,0,3.6
16.0,3,7,6,11.0,1269.1667,5.61,0,2.6
15.3333,3,8,6,16.0,1259.5,6.97,1,2.1
13.3333,3,9,6,15.3333,1226.6667,8.46,1,2.1
14.5,3,10,6,13.3333,1236.6667,8.51,1,5.1
13.6667,3,11,6,14.5,1220.5,10.43,1,6.7
18.1667,3,12,6,13.6667,1232.5,10.88,1,8.7
19.1667,3,13,6,18.1667,1239.1667,11.07,1,8.7
19.0,3,14,6,19.1667,1237.6667,11.3,1,10.8
17.8333,3,15,6,19.0,1232.0,10.37,1,8.7
19.1667,3,16,6,17.8333,1238.1667,9.04,1,9.3
15.3333,3,17,6,19.1667,1212.8333,8.47,1,7.7
12.0,3,18,6,15.3333,1249.3333,7.51,1,8.7
12.0,3,19,6,12.0,1218.1667,7.4,1,7.7
7.8333,3,20,6,12.0,1271.0,6.9,1,6.7
6.6667,3,21,6,7.8333,1263.8333,6.48,1,7.2
10.6667,3,22,6,6.6667,1261.3333,6.28,1,8.2
12.5,3,23,6,10.6667,1281.8333,6.06,1,5.7
14.0,3,1,7,14.8333,1297.3333,5.95,1,6.7
14.0,3,2,7,14.0,1302.0,5.95,1,6.2
14.0,3,3,7,14.0,1311.3333,6.18,1,5.1
14.0,3,4,7,14.0,1260.8333,6.06,1,5.1
14.1667,3,6,7,14.0,1284.6667,6.06,1,5.1
14.1667,3,6,7,14.0,1284.6667,6.17,1,4.6
15.0,3,7,7,14.1667,1290.5,6.12,0,3.6
14.1667,3,8,7,15.0,1274.6667,5.88,0,3.6
14.1667,3,9,7,14.1667,1269.8333,6.01,1,3.1
16.0,3,10,7,14.1667,1236.1667,5.18,1,4.1
15.1667,3,11,7,16.0,1260.5,4.43,1,1.0
11.1667,3,12,7,15.1667,1263.0,3.74,1,4.6
12.5,3,13,7,11.1667,1275.1667,2.75,1,5.1
14.6667,3,14,7,12.5,1258.8333,2.37,1,5.7
16.8333,3,15,7,14.6667,1272.1667,2.45,1,6.7
13.3333,3,16,7,16.8333,1279.5,1.68,1,7.7
18.0,3,17,7,13.3333,1263.5,0.46,1,6.7
14.0,3,18,7,18.0,1278.1667,0.46,1,6.7
10.3333,3,19,7,14.0,1257.1667,0.75,1,7.7
10.6667,3,20,7,10.3333,1288.3333,1.18,1,6.2
11.1667,3,21,7,10.6667,1281.0,1.4,1,6.7
11.1667,3,22,7,11.1667,1292.3333,1.7,1,5.7
11.8333,3,23,7,11.1667,1263.6667,1.4,1,5.7
14.0,3,1,1,13.8333,1302.3333,1.52,1,4.6
14.0,3,2,1,14.0,1302.8333,1.53,1,5.1
14.0,3,3,1,14.0,1314.0,1.35,0,4.6
14.0,3,4,1,14.0,1265.3333,1.36,1,4.1
13.8333,3,5,1,14.0,1278.8333,1.71,0,4.6
13.8333,3,6,1,13.8333,1209.5,1.74,1,3.6
14.3333,3,7,1,13.8333,1131.1667,2.24,1,3.6
19.1667,3,8,1,14.3333,969.1667,2.78,1,3.6
19.5,3,9,1,19.1667,1122.5,3.31,1,3.1
19.6667,3,10,1,19.5,1189.0,4.22,1,4.6
18.6667,3,11,1,19.6667,1192.3333,4.55,1,5.7
19.3333,3,12,1,18.6667,1142.6667,4.31,1,6.2
16.8333,3,13,1,19.3333,1125.0,5.11,1,9.3
13.0,3,15,1,12.0,1199.8333,5.69,1,4.6
19.6667,3,16,1,13.0,1142.1667,4.6,1,5.7
19.5,3,17,1,19.6667,1019.5,4.04,0,4.6
20.0,3,18,1,19.5,1072.8333,3.49,1,4.1
19.6667,3,19,1,20.0,1165.5,3.77,0,3.6
19.6667,3,20,1,19.6667,1199.6667,4.15,1,5.1
17.3333,3,21,1,19.6667,1246.3333,3.92,1,5.1
15.5,3,22,1,17.3333,1270.8333,3.81,1,5.7
12.6667,3,23,1,15.5,1275.0,3.31,1,7.2
16.0,3,1,2,16.6667,1270.5,3.72,1,6.2
16.0,3,2,2,16.0,1275.3333,4.38,0,6.7
16.0,3,3,2,16.0,1242.8333,4.9,1,7.2
16.0,3,4,2,16.0,1229.0,4.98,1,8.2
18.5,3,5,2,16.0,1282.5,5.0,1,8.2
11.8333,3,6,2,18.5,1236.3333,4.99,1,7.7
15.8333,3,7,2,11.8333,1118.0,5.28,1,7.2
18.5,3,8,2,15.8333,876.3333,5.84,0,8.2
12.5,3,9,2,18.5,1063.5,7.03,1,9.3
15.3333,3,10,2,12.5,1136.5,7.97,0,8.2
15.3333,3,11,2,15.3333,979.3333,9.51,1,8.7
19.3333,3,12,2,15.3333,1124.6667,10.0,0,7.2
15.8333,3,13,2,19.3333,1108.5,10.12,0,7.7
17.6667,3,14,2,15.8333,1166.3333,9.88,1,6.7
19.3333,3,15,2,17.6667,1212.1667,9.43,0,6.2
19.1667,3,17,2,19.1667,1018.3333,8.69,1,5.7
19.1667,3,17,2,19.1667,1018.3333,8.47,0,4.1
18.6667,3,18,2,19.1667,1105.1667,7.88,0,3.6
19.0,3,19,2,18.6667,1201.6667,7.07,1,4.6
20.0,3,20,2,19.0,1262.6667,6.9,1,4.6
14.1667,3,22,2,19.5,1263.8333,6.99,1,6.7
13.8333,3,23,2,14.1667,1233.3333,7.13,1,8.2
15.0,3,1,3,15.0,1275.6667,8.96,1,4.6
15.0,3,2,3,15.0,1285.0,9.67,1,5.1
15.0,3,3,3,15.0,1273.8333,9.78,1,4.6
15.0,3,4,3,15.0,1231.1667,9.54,1,4.1
15.6667,3,5,3,15.0,1294.8333,9.52,0,5.1
15.3333,3,6,3,15.6667,1228.6667,9.35,1,5.1
19.0,3,7,3,15.3333,1117.6667,9.25,1,4.6
19.1667,3,8,3,19.0,916.0,9.41,1,5.1
14.1667,3,9,3,19.1667,1122.0,9.48,1,5.7
16.5,3,10,3,14.1667,1185.0,9.68,1,5.7
17.6667,3,11,3,16.5,1180.8333,7.05,1,4.6
19.3333,3,12,3,17.6667,1149.6667,6.55,1,4.6
18.5,3,13,3,19.3333,1138.0,6.03,1,7.7
14.8333,3,14,3,18.5,1193.1667,5.84,1,7.2
15.0,3,15,3,14.8333,1215.3333,6.87,0,9.3
18.8333,3,16,3,15.0,1119.8333,7.05,1,9.8
19.3333,3,17,3,18.8333,1014.8333,6.6,1,9.3
17.6667,3,18,3,19.3333,1086.0,6.05,1,8.7
19.3333,3,19,3,17.6667,1154.1667,5.75,0,7.7
17.5,3,20,3,19.3333,1248.5,5.28,1,6.7
22.5,3,21,3,17.5,1239.8333,5.0,1,6.2
13.6667,3,22,3,22.5,1256.5,5.0,0,6.2
14.3333,3,23,3,13.6667,1279.3333,4.83,1,7.2
12.0,3,1,4,12.0,1300.1667,4.68,1,6.7
12.0,3,2,4,12.0,1310.6667,4.4,0,7.7
12.0,3,3,4,12.0,1299.5,4.39,1,6.7
10.0,3,4,4,12.0,1270.3333,4.4,0,7.7
12.0,3,5,4,10.0,1297.1667,4.58,0,9.3
13.1667,3,6,4,12.0,1231.5,4.64,1,11.8
18.6667,3,7,4,13.1667,1120.6667,4.99,0,11.3
18.6667,3,8,4,18.6667,933.0,5.1,1,12.9
17.5,3,9,4,18.6667,1114.3333,5.56,1,13.4
19.1667,3,10,4,17.5,1189.3333,6.87,1,12.9
17.1667,3,11,4,19.1667,1211.3333,6.95,1,12.3
15.5,3,12,4,17.1667,1152.3333,7.95,1,12.9
15.3333,3,13,4,15.5,1134.5,9.27,1,11.3
11.0,3,14,4,15.3333,1225.5,9.55,1,11.8
15.1667,3,15,4,11.0,1208.5,8.65,1,9.3
18.6667,3,16,4,15.1667,1128.5,7.94,1,9.8
19.1667,3,17,4,18.6667,1021.3333,7.12,1,9.3
16.8333,3,18,4,19.1667,1099.1667,6.33,1,6.2
19.6667,3,19,4,16.8333,1170.8333,5.12,0,5.1
19.0,3,20,4,19.6667,1239.0,4.23,1,4.1
19.8333,3,21,4,19.0,1251.6667,3.92,0,5.1
15.0,3,22,4,19.8333,1262.0,3.78,0,4.6
16.8333,3,23,4,15.0,1256.5,3.15,0,4.1
14.0,3,1,5,14.5,1286.3333,2.05,1,3.1
14.0,3,2,5,14.0,1281.1667,1.51,0,2.6
14.0,3,3,5,14.0,1275.3333,1.9,0,2.1
14.0,3,4,5,14.0,1205.3333,2.1,0,2.1
14.6667,3,5,5,14.0,1255.5,3.29,1,2.6
14.3333,3,6,5,14.6667,1192.6667,3.98,1,3.1
18.8333,3,7,5,14.3333,1112.1667,4.63,0,3.6
19.3333,3,8,5,18.8333,969.6667,5.88,0,3.6
15.0,3,9,5,19.3333,1140.1667,5.89,1,4.6
19.5,3,10,5,15.0,1207.0,6.26,1,5.1
19.1667,3,11,5,19.5,1183.0,6.75,1,5.7
18.3333,3,12,5,19.1667,1142.3333,7.75,1,6.2
16.1667,3,13,5,18.3333,1121.5,8.78,1,7.7
16.6667,3,14,5,16.1667,1175.3333,9.68,1,8.2
19.1667,3,15,5,16.6667,1184.6667,10.04,1,4.6
18.6667,3,16,5,19.1667,1115.5,10.22,1,5.1
19.6667,3,17,5,18.6667,1035.0,9.52,1,10.3
18.5,3,18,5,19.6667,1134.5,8.18,0,7.2
16.3333,3,19,5,18.5,1181.8333,7.43,1,5.7
13.3333,3,20,5,16.3333,1243.5,7.48,0,5.7
15.5,3,21,5,13.3333,1238.6667,7.13,1,7.2
10.1667,3,22,5,15.5,1266.3333,6.37,0,9.3
7.5,3,23,5,10.1667,1262.3333,6.06,0,5.1
6.0,3,1,6,6.8333,1303.8333,5.75,0,4.1
6.0,3,2,6,6.0,1296.5,6.4,0,5.7
6.0,3,3,6,6.0,1293.0,6.62,1,5.7
6.0,3,4,6,6.0,1246.8333,6.75,0,8.2
6.0,3,5,6,6.0,1310.8333,6.81,1,7.2
5.1667,3,6,6,6.0,1292.0,5.95,1,6.2
6.1667,3,7,6,5.1667,1276.8333,5.95,1,7.7
9.3333,3,8,6,6.1667,1241.8333,6.29,1,9.8
8.6667,3,9,6,9.3333,1237.3333,6.98,0,11.3
6.6667,3,10,6,8.6667,1230.0,7.69,1,10.8
4.3333,3,11,6,6.6667,1190.8333,7.97,0,10.8
3.8333,3,12,6,4.3333,1180.1667,8.32,1,12.3
0.6667,3,13,6,3.8333,1175.6667,7.94,0,11.3
4.1667,3,14,6,0.6667,1186.0,7.51,1,7.7
8.0,3,15,6,4.1667,1167.0,7.5,0,8.7
7.5,3,16,6,8.0,1192.1667,6.96,1,5.7
4.6667,3,17,6,7.5,1191.3333,6.79,0,5.1
4.5,3,18,6,4.6667,1227.5,6.32,1,3.1
2.8333,3,19,6,4.5,1232.0,5.69,1,2.6
0.6667,3,20,6,2.8333,1219.3333,5.23,1,2.1
0.1667,3,21,6,0.6667,1253.0,4.77,1,3.1
2.0,3,22,6,0.1667,1250.3333,4.01,1,3.1
3.3333,3,23,6,2.0,1248.0,3.35,1,3.1
4.0,3,1,7,4.3333,1275.3333,2.72,1,2.1
4.0,3,2,7,4.0,1282.1667,2.58,1,2.6
4.0,3,3,7,4.0,1271.5,2.21,1,1.5
4.0,3,4,7,4.0,1240.1667,2.31,1,4.1
4.0,3,5,7,4.0,1280.1667,2.68,1,3.1
4.3333,3,6,7,4.0,1283.8333,3.13,1,7.2
4.1667,3,7,7,4.3333,1249.1667,2.86,1,7.7
6.0,3,8,7,4.1667,1250.6667,3.41,0,7.2
2.3333,3,9,7,6.0,1246.6667,4.57,0,6.7
3.6667,3,10,7,2.3333,1228.0,5.62,0,10.3
9.5,3,11,7,3.6667,1197.3333,5.34,1,13.9
10.0,3,12,7,9.5,1193.0,5.21,0,12.9
9.8333,3,13,7,10.0,1179.3333,5.15,1,7.2
9.1667,3,14,7,9.8333,1204.1667,3.73,1,18.5
4.1667,3,15,7,9.1667,1205.3333,3.35,1,9.8
1.8333,3,16,7,4.1667,1207.5,3.71,1,7.2
0.3333,3,17,7,1.8333,1207.1667,2.63,1,7.7
2.5,3,18,7,0.3333,1215.5,1.86,1,7.7
6.6667,3,19,7,2.5,1234.3333,1.86,1,6.7
8.5,3,20,7,6.6667,1266.8333,1.51,1,7.7
10.5,3,21,7,8.5,1238.3333,1.51,1,7.7
14.0,3,22,7,10.5,1248.6667,1.61,0,7.2
18.1667,3,23,7,14.0,1244.5,1.27,1,7.7
17.0,3,1,1,17.0,1256.6667,1.17,1,6.2
17.0,3,2,1,17.0,1263.3333,1.27,1,7.2
17.0,3,3,1,17.0,1270.6667,1.36,1,6.7
17.0,3,4,1,17.0,1226.1667,1.14,0,6.7
16.8333,3,5,1,17.0,1282.5,1.26,1,8.2
15.5,3,6,1,16.8333,1175.5,1.8,0,3.6
18.8333,3,7,1,15.5,1065.8333,2.34,1,5.1
18.8333,3,8,1,18.8333,959.6667,3.93,1,4.6
13.1667,3,9,1,18.8333,1088.6667,5.12,0,5.7
12.1667,3,10,1,13.1667,1135.5,6.26,1,4.1
17.0,3,11,1,12.1667,1173.6667,7.43,0,5.7
18.6667,3,12,1,17.0,1122.1667,8.04,0,5.7
18.1667,3,13,1,18.6667,1089.5,8.13,1,6.2
14.8333,3,14,1,18.1667,1164.1667,8.81,0,5.1
13.6667,3,15,1,14.8333,1186.0,8.47,1,6.7
19.3333,3,16,1,13.6667,1089.0,8.62,0,7.7
18.0,3,17,1,19.3333,998.0,7.82,1,8.2
18.6667,3,18,1,18.0,1105.1667,7.06,1,8.7
18.8333,3,19,1,18.6667,1163.5,7.3,1,10.3
14.1667,3,20,1,18.8333,1204.8333,7.74,1,10.3
16.5,3,21,1,14.1667,1211.1667,8.73,1,10.3
14.5,3,22,1,16.5,1239.8333,9.2,1,11.3
12.8333,3,23,1,14.5,1234.8333,9.89,1,9.8
12.0,3,1,2,12.0,1235.6667,9.57,1,11.8
12.0,3,2,2,12.0,1273.8333,6.08,1,7.7
12.0,3,3,2,12.0,1272.6667,5.6,1,7.2
12.0,3,4,2,12.0,1220.0,4.81,1,8.2
12.1667,3,5,2,12.0,1270.1667,4.44,1,9.8
13.5,3,6,2,12.1667,1190.5,4.25,1,6.2
15.0,3,7,2,13.5,1113.6667,3.92,1,5.7
18.3333,3,8,2,15.0,915.6667,3.93,1,4.1
11.8333,3,9,2,18.3333,1108.0,4.2,1,6.7
13.1667,3,10,2,11.8333,1160.5,5.0,1,5.7
12.5,3,11,2,13.1667,1190.0,6.91,1,6.7
13.3333,3,12,2,12.5,1134.6667,6.33,1,5.7
17.3333,3,13,2,13.3333,1131.5,6.16,1,8.7
17.0,3,14,2,17.3333,1202.0,7.21,1,9.8
18.0,3,15,2,17.0,1189.3333,7.22,1,10.3
19.8333,3,16,2,18.0,1127.0,6.87,1,12.3
14.6667,3,17,2,19.8333,1010.3333,6.58,0,10.8
16.0,3,18,2,14.6667,1010.3333,5.96,1,12.9
10.0,3,19,2,16.0,812.1667,5.72,1,10.8
15.8333,3,20,2,10.0,1223.3333,5.98,1,10.8
16.1667,3,21,2,15.8333,1254.8333,5.98,1,10.8
14.8333,3,22,2,16.1667,1243.0,5.98,0,11.8
13.8333,3,23,2,14.8333,1301.3333,5.97,1,12.3
12.0,3,1,3,12.0,1284.6667,5.34,1,11.3
12.0,3,2,3,12.0,1285.5,5.75,1,11.8
12.0,3,3,3,12.0,1285.5,5.84,1,14.9
12.0,3,4,3,12.0,1237.3333,5.96,1,13.9
12.1667,3,5,3,12.0,1297.5,5.89,1,14.4
12.3333,3,6,3,12.1667,1248.0,5.7,0,15.4
15.5,3,7,3,12.3333,1139.6667,5.72,1,15.4
17.6667,3,8,3,15.5,976.0,6.18,1,12.3
14.6667,3,9,3,17.6667,1100.6667,6.92,1,14.4
15.1667,3,10,3,14.6667,1148.1667,8.25,0,12.9
16.0,3,11,3,15.1667,1183.8333,9.2,1,13.4
18.6667,3,12,3,16.0,1125.8333,9.3,0,13.4
14.5,3,13,3,18.6667,1097.3333,9.21,1,12.3
8.3333,3,14,3,14.5,1206.5,8.58,1,13.4
15.3333,3,15,3,8.3333,1185.5,8.05,1,13.4
20.0,3,16,3,15.3333,1136.0,7.74,1,10.3
18.6667,3,17,3,20.0,1020.5,7.43,1,6.2
19.0,3,18,3,18.6667,1094.1667,7.13,1,8.2
17.8333,3,19,3,19.0,1193.5,7.13,1,5.7
15.5,3,20,3,17.8333,1249.8333,7.47,1,7.7
15.5,3,21,3,15.5,1246.3333,7.86,1,7.7
18.6667,3,22,3,15.5,1279.6667,7.85,1,8.7
16.1667,3,23,3,18.6667,1322.0,7.84,1,8.2
16.0,3,1,4,16.0,1315.5,8.32,1,8.7
16.0,3,2,4,16.0,1310.8333,8.96,1,9.8
16.0,3,3,4,16.0,1320.1667,9.26,1,10.3
16.0,3,4,4,16.0,1281.8333,9.57,1,10.3
16.6667,3,5,4,16.0,1308.5,9.86,1,13.9
15.0,3,6,4,16.6667,1246.0,9.55,1,11.8
17.8333,3,7,4,15.0,1146.1667,8.93,1,11.3
19.3333,3,8,4,17.8333,935.1667,9.16,1,10.3
18.5,3,9,4,19.3333,1096.0,9.62,0,11.8
22.1667,3,10,4,18.5,1193.1667,10.23,0,11.8
16.5,3,11,4,22.1667,1178.3333,9.45,1,10.8
20.0,3,12,4,16.5,1137.5,10.7,0,10.8
17.5,3,13,4,20.0,1118.3333,10.24,1,11.3
13.6667,3,14,4,17.5,1214.1667,10.16,0,10.8
16.8333,3,15,4,13.6667,1193.1667,10.1,0,10.8
22.8333,3,16,4,16.8333,1121.6667,9.88,0,10.3
15.3333,3,17,4,22.8333,1022.6667,9.13,0,8.7
22.6667,3,18,4,15.3333,1078.5,8.39,1,9.8
14.8333,3,19,4,22.6667,1154.1667,7.86,1,4.1
19.6667,3,20,4,14.8333,1231.1667,7.49,1,3.6
14.8333,3,21,4,19.6667,1250.0,9.03,1,3.1
11.8333,3,22,4,14.8333,1257.0,10.06,1,2.6
12.8333,3,23,4,11.8333,1275.8333,11.07,1,8.2
13.0,3,1,5,13.0,1300.5,11.07,1,10.8
13.0,3,2,5,13.0,1301.1667,10.95,1,11.8
13.0,3,3,5,13.0,1311.8333,11.06,1,12.3
13.0,3,4,5,13.0,1251.8333,10.42,1,12.9
13.1667,3,5,5,13.0,1284.0,9.47,1,10.8
12.3333,3,6,5,13.1667,1232.8333,8.74,1,11.8
15.5,3,7,5,12.3333,1162.8333,8.32,1,10.3
18.1667,3,8,5,15.5,997.1667,8.42,0,7.2
14.5,3,9,5,18.1667,1152.0,9.09,0,9.3
15.6667,3,10,5,14.5,1207.5,9.72,1,11.3
17.8333,3,11,5,15.6667,1226.5,9.75,0,14.9
17.6667,3,12,5,17.8333,1117.3333,10.19,0,12.9
16.6667,3,13,5,17.6667,1132.0,9.88,1,13.9
18.5,3,14,5,16.6667,1190.6667,9.92,1,10.3
19.3333,3,15,5,18.5,1177.3333,9.35,1,12.3
19.8333,3,16,5,19.3333,1122.6667,8.61,1,9.8
19.5,3,17,5,19.8333,1063.5,8.38,0,5.1
16.8333,3,18,5,19.5,1174.3333,7.69,1,5.7
18.3333,3,19,5,16.8333,1194.5,6.96,1,2.6
16.5,3,20,5,18.3333,1243.5,6.67,1,3.6
17.0,3,21,5,16.5,1275.6667,5.84,1,2.6
16.8333,3,22,5,17.0,1310.5,5.42,1,2.6
17.0,3,23,5,16.8333,1286.8333,5.34,1,2.6
16.0,3,1,6,16.0,1323.8333,8.78,1,3.1
16.0,3,2,6,16.0,1320.0,10.45,1,6.2
16.0,3,3,6,16.0,1335.1667,10.84,1,7.2
16.0,3,4,6,16.0,1275.6667,10.84,1,7.2
16.0,3,5,6,16.0,1340.8333,10.61,1,8.7
15.1667,3,6,6,16.0,1297.1667,10.34,1,8.7
15.8333,3,7,6,15.1667,1303.0,10.34,1,9.8
17.3333,3,8,6,15.8333,1282.1667,10.95,1,9.8
18.0,3,9,6,17.3333,1265.1667,11.06,1,9.8
16.3333,3,10,6,18.0,1292.0,11.28,1,9.3
19.5,3,11,6,16.3333,1277.8333,11.06,1,8.7
14.8333,3,12,6,19.5,1233.0,10.6,1,7.7
10.1667,3,13,6,14.8333,1253.8333,9.19,1,8.7
14.0,3,14,6,10.1667,1242.5,7.16,1,12.9
